iter	RMSE
368	0.1191392332
369	0.1183097877
370	0.1177079012
371	0.1171824725
372	0.1165950489
373	0.1158044516
374	0.1152341304
375	0.1147279335
376	0.1141847364
377	0.1136890554
378	0.1131450146
379	0.1126595936
380	0.1121283712
381	0.1116990201
382	0.1111798109
383	0.1106712109
384	0.110250373
385	0.1097410178
386	0.1092398575
387	0.1088282112
388	0.10836268
389	0.1077399794
390	0.1072871259
391	0.1068450463
392	0.1064424958
393	0.1059943682
394	0.105564239
395	0.1049762993
396	0.1045825954
397	0.1041606592
398	0.1037359462
399	0.1033249068
400	0.1027863823
401	0.1023986576
402	0.1020170436
403	0.1016122883
404	0.1012394619
405	0.1008615367
406	0.1004961214
407	0.0999458873
408	0.09961112375
409	0.09907115506
410	0.09852132624
411	0.09819520566
412	0.09784884102
413	0.09753110446
414	0.09727540849
415	0.0970245647
416	0.09676402738
417	0.09651914348
418	0.09626391916
419	0.09602479871
420	0.09577472799
421	0.09554118327
422	0.09531932574
423	0.09507686383
424	0.09484948714
425	0.09450195842
426	0.09428701416
427	0.09371527684
428	0.09315027098
429	0.0925919233
430	0.09204016148
431	0.09149491415
432	0.09095611083
433	0.09042368196
434	0.08989755884
435	0.08937767361
436	0.08886395929
437	0.08835634967
438	0.08785477937
439	0.08726994342
440	0.08659888036
441	0.08602828647
442	0.08537326588
443	0.08472808707
444	0.08410125963
445	0.08348577365
446	0.08316102096
447	0.0828402849
448	0.08252352039
449	0.08221488647
450	0.08190993462
451	0.08160862899
452	0.08131093396
453	0.08101681417
454	0.08072623451
455	0.0804391601
456	0.0801555563
457	0.07963743282
458	0.07902844097
459	0.07844601489
460	0.0778724619
461	0.07720192645
462	0.07667609936
463	0.07615716682
464	0.07564503939
465	0.07511074749
466	0.07484680918
467	0.07458607825
468	0.07432852255
469	0.07407411018
470	0.07359949111
471	0.07297338347
472	0.07246657521
473	0.07182634538
474	0.07133264546
475	0.07065512752
476	0.07003892558
477	0.06938190835
478	0.06878550059
479	0.06814844696
480	0.06757125779
481	0.06695364354
482	0.06639511278
483	0.06579642614
484	0.06525600848
485	0.06467574975
486	0.06447935913
487	0.06428620661
488	0.06386473736
489	0.06330395881
490	0.06275537516
491	0.06256947709
492	0.06238663474
493	0.06220679714
494	0.06165170459
495	0.06111220269
496	0.06058790318
497	0.06013382684
498	0.05963357832
499	0.05919997325
500	0.05872276313
501	0.05828117373
502	0.05782693914
503	0.05765987741
504	0.05749495415
505	0.05733214608
506	0.05714431434
507	0.056959265
508	0.05677695182
509	0.05659732972
510	0.0564203547
511	0.05624598381
512	0.05607417512
513	0.05590488766
514	0.05551503453
515	0.0551556342
516	0.05480084203
517	0.05445060419
518	0.05414316607
519	0.05383917347
520	0.05353859213
521	0.05324138819
522	0.05294752815
523	0.05257739075
524	0.05221508323
525	0.05186043468
526	0.05171097667
527	0.05133881707
528	0.050937792
529	0.05058341485
530	0.05020183607
531	0.04999173707
532	0.04967564134
533	0.04940229638
534	0.04913203424
535	0.04886482394
536	0.04860063484
537	0.04833943665
538	0.04808119945
539	0.04782589364
540	0.04757348995
541	0.04725918103
542	0.04696826621
543	0.04671508716
544	0.04646625992
545	0.04623435919
546	0.04598313447
547	0.04573487292
548	0.04550282947
549	0.04525818923
550	0.04503572485
551	0.04479461472
552	0.04455634969
553	0.04433499717
554	0.04409994634
555	0.04390919122
556	0.04367721787
557	0.04344798895
558	0.04311342247
559	0.04288914164
560	0.04256329815
561	0.04235282289
562	0.04214463739
563	0.04196158031
564	0.04175603356
565	0.04155273213
566	0.0413516566
567	0.04115278768
568	0.04091039597
569	0.04060495116
570	0.04030536892
571	0.04001153192
572	0.03977866203
573	0.03949207648
574	0.03917412158
575	0.03894923663
576	0.03867125056
577	0.03839854358
578	0.03818078953
579	0.0378769253
580	0.03761237515
581	0.037470507
582	0.03717559923
583	0.03703656641
584	0.03689939647
585	0.03676406531
586	0.0365100204
587	0.03637748063
588	0.03620331009
589	0.03603129126
590	0.03586140031
591	0.03569361366
592	0.03552790802
593	0.03536564939
594	0.03520221149
595	0.03504080573
596	0.03488140962
597	0.03472400096
598	0.03458700396
599	0.03443139504
600	0.03429620975
601	0.03414237305
602	0.0340089661
603	0.03387748169
604	0.0337324295
605	0.03351117432
606	0.03338291578
607	0.03323233544
608	0.03301650938
609	0.03280440479
610	0.03258027665
611	0.03240717775
612	0.03218369677
613	0.03209594606
614	0.03184357333
615	0.03172145871
616	0.03160110267
617	0.0314824815
618	0.03131464817
619	0.03119728012
620	0.03108160236
621	0.03096759217
622	0.03080153456
623	0.03068871734
624	0.0305775252
625	0.03046793635
626	0.03032698823
627	0.03021880676
628	0.03007943336
629	0.02997263436
630	0.02983481274
631	0.02972937193
632	0.02962544741
633	0.02948897339
634	0.02938636214
635	0.02925139376
636	0.02915007311
637	0.02901658911
638	0.02883389597
639	0.02873499993
640	0.02863752521
641	0.02850547783
642	0.02830614331
643	0.02821069758
644	0.02805457815
645	0.02796009594
646	0.02786697148
647	0.0277751867
648	0.02758473231
649	0.02739862986
650	0.02721678624
651	0.02710328218
652	0.02702723539
653	0.02692956445
654	0.02675525173
655	0.02668035637
656	0.02658539404
657	0.02649367855
658	0.02641989361
659	0.02632974714
660	0.02617843664
661	0.02605786225
662	0.025969957
663	0.02585048446
664	0.02576125694
665	0.02567576563
666	0.02555718231
667	0.02547289149
668	0.02535538572
669	0.02527227205
670	0.0251558327
671	0.02507387348
672	0.02495848963
673	0.02487432366
674	0.02479459347
675	0.02468004894
676	0.02460141244
677	0.02448790162
678	0.02441033822
679	0.0242978509
680	0.0241450113
681	0.02405933043
682	0.02399222694
683	0.02388158325
684	0.02380668316
685	0.02369703344
686	0.02362314091
687	0.02351447557
688	0.02344157216
689	0.0233338818
690	0.02326194955
691	0.02315522491
692	0.02308424632
693	0.02297847829
694	0.02284910912
695	0.02277985667
696	0.02267516312
697	0.02260681872
698	0.02250306098
699	0.02243560866
700	0.02233277814
701	0.0222547503
702	0.02214758051
703	0.02204680975
704	0.02198063361
705	0.02188076369
706	0.0218154427
707	0.0217112801
708	0.02164686378
709	0.02154867976
710	0.02148508795
711	0.02138778127
712	0.021325
713	0.02122359651
714	0.02116167469
715	0.02106600876
716	0.02100486897
717	0.02091005796
718	0.02081711545
719	0.02075660718
720	0.02066359253
721	0.02060384204
722	0.0205068559
723	0.02044791131
724	0.02035646531
725	0.02026706699
726	0.02011292395
727	0.01996155162
728	0.01990441604
729	0.01981697136
730	0.01976062301
731	0.01967230762
732	0.01952564773
733	0.01938163481
734	0.01927643485
735	0.01922175532
736	0.01916795636
737	0.01908187424
738	0.01902873731
739	0.01894343018
740	0.01888997352
741	0.0188054529
742	0.01866753546
743	0.018615596
744	0.01856438972
745	0.01848073874
746	0.01843026939
747	0.01834739947
748	0.01829749672
749	0.01821133632
750	0.01811283779
751	0.01798110779
752	0.01788473587
753	0.0177555516
754	0.01766125938
755	0.01753456791
756	0.01746919657
757	0.0173877699
758	0.01726380501
759	0.01714209057
760	0.01709850028
761	0.01703543687
762	0.01695064184
763	0.01686691332
764	0.01678423884
765	0.0167026061
766	0.01662717814
767	0.01655269328
768	0.01644352321
769	0.01633649784
770	0.01622106136
771	0.01611726386
772	0.01601930255
773	0.01597438549
774	0.01593009756
775	0.0158708772
776	0.01582709419
777	0.01578392366
778	0.01574288966
779	0.01565368384
780	0.01561131606
781	0.01556954014
782	0.01548976803
783	0.01541104035
784	0.01533334434
785	0.01525666745
786	0.01516069252
787	0.01508523048
788	0.01501075741
789	0.01490530452
790	0.01481204223
791	0.01473965032
792	0.01464840013
793	0.01457713219
794	0.01450679914
795	0.01443738961
796	0.01436889239
797	0.0143012964
798	0.0142126247
799	0.01414606556
800	0.01407369893
801	0.01400238123
802	0.01393209757
803	0.01386283325
804	0.01379457383
805	0.01372730505
806	0.01366101288
807	0.01356270232
808	0.01346614521
809	0.01339608403
810	0.01333115654
811	0.01326210751
812	0.01319396845
813	0.01309221001
814	0.01302925138
815	0.0129380061
816	0.01287208686
817	0.0128070391
818	0.01274527721
819	0.01268116086
820	0.01262541305
821	0.01253881509
822	0.01247643422
823	0.01241488254
824	0.01235997674
825	0.01229923346
826	0.0122169396
827	0.0121855631
828	0.01215461641
829	0.01207805838
830	0.01199037876
831	0.01195135137
832	0.01189854204
833	0.01185994
834	0.01180773084
835	0.01171779028
836	0.01166697754
837	0.01162883708
838	0.01157860092
839	0.0115290285
840	0.01149120138
841	0.01141245955
842	0.01137513583
843	0.01133830365
844	0.01126114589
845	0.01122480089
846	0.01117413563
847	0.01113815622
848	0.01106317877
849	0.01102767169
850	0.01099263296
851	0.01094292588
852	0.01090823746
853	0.01083536349
854	0.01080112739
855	0.01076734341
856	0.01071856948
857	0.01068512138
858	0.010614275
859	0.01058126018
860	0.01053350563
861	0.01050081769
862	0.01045307123
863	0.01042069174
864	0.01037346822
865	0.01032688302
866	0.01025978887
867	0.01022758253
868	0.01019580054
869	0.0101517325
870	0.01012102106
871	0.0100757676
872	0.0100326479
873	0.01000208361
874	0.009957792272
875	0.009915599708
876	0.009883368977
877	0.009840002678
878	0.009798685039
879	0.009766580245
880	0.009704228003
881	0.009672451017
882	0.009641081575
883	0.009600366944
884	0.009569255226
885	0.009527378836
886	0.009487506948
887	0.009456516391
888	0.00941551272
889	0.009384786236
890	0.009345596805
891	0.009305447018
892	0.009274841657
893	0.009236460712
894	0.009178331689
895	0.009147896694
896	0.009117849841
897	0.009088186876
898	0.00905036436
899	0.009013046702
900	0.008983491341
901	0.008945000857
902	0.008915697715
903	0.00887901486
904	0.008841323751
905	0.008812137758
906	0.00877483584
907	0.008739300355
908	0.008710232313
909	0.008655960649
910	0.008627184099
911	0.008598773387
912	0.008560697225
913	0.008532519265
914	0.008494825739
915	0.008466878604
916	0.008429562803
917	0.008401844597
918	0.008364901719
919	0.008328452412
920	0.008300835948
921	0.008264748992
922	0.00823735908
923	0.008201629985
924	0.008166376994
925	0.008139089202
926	0.008104184097
927	0.008077120569
928	0.008042559142
929	0.008015718108
930	0.007981496236
931	0.007947728693
932	0.007920989613
933	0.007887552366
934	0.007861033607
935	0.007827922782
936	0.007801622633
937	0.007768834431
938	0.007706622789
939	0.007675629201
940	0.007644111247
941	0.007617873143
942	0.007570358588
943	0.007519343186
944	0.007489791827
945	0.007459679774
946	0.007433585081
947	0.007403765408
948	0.007377887039
949	0.007332730498
950	0.007305049803
951	0.007257199879
952	0.007225881536
953	0.007199260311
954	0.00717345185
955	0.007132129005
956	0.007106576243
957	0.007081339578
958	0.007051066923
959	0.007026030517
960	0.00699606675
961	0.006971229079
962	0.006941570528
963	0.006916930094
964	0.006887573159
965	0.006863128485
966	0.006834069637
967	0.006809819269
968	0.006781055045
969	0.006756997551
970	0.006728524553
971	0.006704658519
972	0.006676473412
973	0.006652797445
974	0.006624896954
975	0.006601409679
976	0.006572961596
977	0.00654967916
978	0.006522272504
979	0.006499175517
980	0.006471626401
981	0.006448731453
982	0.006410006063
983	0.006383074767
984	0.006360376644
985	0.00633392262
986	0.006311405425
987	0.006284967553
988	0.006262647088
989	0.006226703618
990	0.006204603155
991	0.006182775607
992	0.006161218186
993	0.006135241842
994	0.006113855903
995	0.006087984961
996	0.006066785404
997	0.006041252089
998	0.006020221239
999	0.00599482188
